,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,1,https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/,2.0,-3.0,-5.000005000005,-0.0024038461480676778,16.64,0.28365384615384615,6.769461538461539,32.72,118.0,416.0,2.0673076923076925,1.0,6.451923076923077,,,,,,
1,2,https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/,7.0,-6.0,12.999987000013,0.0027472527397053494,12.551724137931034,0.3324175824175824,5.1536566881394466,24.689655172413794,121.0,364.0,2.230769230769231,1.0,6.854395604395604,,,,,,
2,3,https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/,23.0,-18.0,8.199998360000327,0.004716981127625489,13.766233766233766,0.36698113207547167,5.6532859593236955,26.350649350649352,389.0,1060.0,2.279245283018868,2.0,6.845283018867924,,,,,,
3,4,https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/,5.0,-1.0,1.4999996250000938,0.016129032193028095,15.5,0.34274193548387094,6.337096774193548,30.75,85.0,248.0,2.274193548387097,1.0,7.048387096774194,,,,,,
4,5,https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/,17.0,-15.0,15.999992000004,0.003025718603591954,9.720588235294118,0.35703479576399394,4.031049212423245,20.926470588235293,236.0,661.0,2.2027231467473527,4.0,6.685325264750378,,,,,,
5,6,https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/,13.0,-10.0,7.666664111111962,0.004518072282352301,13.551020408163266,0.4171686746987952,5.587275633144825,25.979591836734695,277.0,664.0,2.352409638554217,2.0,6.927710843373494,,,,,,
6,7,https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/,11.0,-22.0,-3.000000272727297,-0.012471655314657987,14.0,0.3764172335600907,5.750566893424036,24.523809523809526,332.0,882.0,2.310657596371882,1.0,6.979591836734694,,,,,,
7,8,https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/,25.0,-10.0,2.333333177777788,0.013761467877283056,13.79746835443038,0.3697247706422018,5.666877250029033,25.835443037974684,403.0,1090.0,2.3091743119266055,1.0,6.823853211009174,,,,,,
8,9,https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/,25.0,-11.0,2.571428387755115,0.014418125628817585,12.1375,0.36766220391349125,5.0020648815653965,22.975,357.0,971.0,2.2451081359423273,2.0,6.621009268795056,,,,,,
9,10,https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/,7.0,-12.0,-3.800000760000152,-0.015243902392549078,9.11111111111111,0.35365853658536583,3.785907859078591,18.97222222222222,116.0,328.0,2.2103658536585367,1.0,6.396341463414634,,,,,,
10,11,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,4.0,-1.0,1.6666661111112961,0.007936507915511884,11.117647058823529,0.38095238095238093,4.599439775910365,22.235294117647058,144.0,378.0,2.3518518518518516,0.0,6.666666666666667,,,,,,
11,12,https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,15.0,-28.0,-3.307692562130197,-0.017980636213028166,9.38961038961039,0.3153526970954357,3.8819852346823307,20.805194805194805,228.0,723.0,2.1549100968188104,3.0,6.788381742738589,,,,,,
12,13,https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,13.0,-12.0,24.999975000025003,0.0016129032232049948,10.333333333333334,0.38225806451612904,4.286236559139786,21.816666666666666,237.0,620.0,2.25,2.0,6.632258064516129,,,,,,
13,14,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,7.0,-6.0,12.999987000013,0.0032362459442192688,11.444444444444445,0.4110032362459547,4.74217907227616,24.185185185185187,127.0,309.0,2.4174757281553396,2.0,7.155339805825243,,,,,,
14,15,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,10.0,-26.0,-2.2500001406250085,-0.02231520220039721,7.5473684210526315,0.3403068340306834,3.155070102033326,16.852631578947367,244.0,717.0,2.2161785216178522,2.0,6.615062761506276,,,,,,
15,16,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,6.0,-6.0,12000000.0,0.0,13.5,0.35390946502057613,5.541563786008231,29.63888888888889,172.0,486.0,2.185185185185185,1.0,6.516460905349795,,,,,,
16,17,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,20.0,-16.0,8.999997750000562,0.0036264732514719187,14.324675324675324,0.4070716228467815,5.8926987790088425,26.25974025974026,449.0,1103.0,2.376246600181324,1.0,7.213961922030825,,,,,,
17,18,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,14.0,-23.0,-4.111111567901285,-0.012802275941959778,8.679012345679013,0.32147937411095306,3.600196687915987,20.432098765432098,226.0,703.0,2.1009957325746798,2.0,6.399715504978663,,,,,,
18,19,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,19.0,-23.0,-10.500002625000656,-0.0041623309009757225,11.174418604651162,0.40582726326742974,4.632098347167437,22.453488372093023,390.0,961.0,2.388137356919875,1.0,7.165452653485952,,,,,,
19,20,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,9.0,-14.0,-4.600000920000184,-0.006031363080782433,8.635416666666666,0.29191797346200243,3.5709338560514676,19.229166666666668,242.0,829.0,2.051869722557298,2.0,6.3136308805790105,,,,,,
20,21,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,19.0,-23.0,-10.500002625000656,-0.004210526311357341,11.875,0.3389473684210526,4.885578947368422,24.9125,322.0,950.0,2.1536842105263156,2.0,6.629473684210526,,,,,,
21,22,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,19.0,-16.0,11.666662777779074,0.004385964905868472,10.523076923076923,0.3347953216374269,4.34314889788574,23.2,229.0,684.0,2.1505847953216373,4.0,6.557017543859649,,,,,,
22,23,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,9.0,-3.0,1.9999996666667221,0.01515151511325375,8.608695652173912,0.38636363636363635,3.5980237154150196,18.565217391304348,153.0,396.0,2.2297979797979797,2.0,6.704545454545454,,,,,,
23,24,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,28.0,-16.0,3.6666663611111368,0.015228426376613672,11.257142857142858,0.32614213197969544,4.633313995649021,24.957142857142856,257.0,788.0,2.1763959390862944,2.0,6.635786802030457,,,,,,
24,25,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,7.0,-6.0,12.999987000013,0.0024691357963725043,10.945945945945946,0.2518518518518518,4.479119119119119,22.486486486486488,102.0,405.0,1.9259259259259258,1.0,6.120987654320988,,,,,,
25,26,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,18.0,-27.0,-5.000000555555617,-0.00803571427853954,13.658536585365853,0.3392857142857143,5.599128919860627,29.597560975609756,380.0,1120.0,2.1660714285714286,3.0,6.470535714285714,,,,,,
26,27,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,13.0,-25.0,-3.1666669305555772,-0.010256410247644093,11.142857142857142,0.30085470085470084,4.577484737484737,22.942857142857143,352.0,1170.0,2.1085470085470086,1.0,6.291452991452991,,,,,,
27,28,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,11.0,-17.0,-4.666667444444574,-0.008836524287427799,11.508474576271187,0.4167893961708395,4.7701055889768105,22.627118644067796,283.0,679.0,2.3799705449189985,2.0,7.24300441826215,,,,,,
28,29,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,11.0,-16.0,-5.400001080000216,-0.006954102911051317,8.662650602409638,0.31154381084840055,3.5896777653032155,17.337349397590362,224.0,719.0,2.0639777468706537,3.0,6.255910987482615,,,,,,
29,30,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,16.0,-15.0,30.999969000031,0.001261034046329087,11.661764705882353,0.35687263556116017,4.807454936577406,27.41176470588235,283.0,793.0,2.269861286254729,4.0,6.7591424968474145,,,,,,
30,31,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,21.0,-10.0,2.8181815619834945,0.01212789414318865,10.797619047619047,0.3296582138919515,4.4509109046044,22.44047619047619,299.0,907.0,2.157662624035281,2.0,6.540242557883131,,,,,,
31,32,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,13.0,-2.0,1.3636362396694328,0.037542661987909,12.73913043478261,0.3924914675767918,5.25264876094376,25.043478260869566,115.0,293.0,2.372013651877133,0.0,7.283276450511946,,,,,,
32,33,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,19.0,-23.0,-10.500002625000656,-0.005037783368970046,79.4,0.3211586901763224,31.88846347607053,190.7,255.0,794.0,2.1284634760705288,3.0,6.6183879093199,,,,,,
33,34,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,9.0,0.0,0.9999998888889013,0.01682242987509826,9.553571428571429,0.3794392523364486,3.973204272363151,19.482142857142858,203.0,535.0,2.194392523364486,0.0,6.751401869158879,,,,,,
34,35,https://insights.blackcoffer.com/evolution-of-advertising-industry/,6.0,-3.0,2.9999990000003334,0.007371007352896788,9.926829268292684,0.4594594594594595,4.154515491100858,20.24390243902439,187.0,407.0,2.484029484029484,0.0,7.5085995085995085,,,,,,
35,36,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2.0,-4.0,-3.00000150000075,-0.011627906909140076,13.23076923076923,0.3953488372093023,5.450447227191414,28.46153846153846,68.0,172.0,2.4069767441860463,1.0,7.017441860465116,,,,,,
36,37,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,12.0,-29.0,-2.4117648477508737,-0.029411764654996946,10.90566037735849,0.3546712802768166,4.504132663054123,22.056603773584907,205.0,578.0,2.1955017301038064,4.0,6.640138408304498,,,,,,
37,38,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,4.0,-30.0,-1.3076923579881676,-0.034391534346042946,13.5,0.33465608465608465,5.533862433862435,27.553571428571427,253.0,756.0,2.167989417989418,1.0,6.743386243386244,,,,,,
38,39,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,3.0,-6.0,-3.0000010000003337,-0.0077319587429588695,12.933333333333334,0.3427835051546392,5.310446735395189,27.266666666666666,133.0,388.0,2.2061855670103094,2.0,6.610824742268041,,,,,,
39,40,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,12.0,-17.0,-5.800001160000233,-0.005208333327907986,8.571428571428571,0.3375,3.5635714285714286,19.633928571428573,324.0,960.0,2.1510416666666665,2.0,6.54375,,,,,,
40,41,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,15.0,-1.0,1.1428570612244957,0.03825136601570665,8.133333333333333,0.3360655737704918,3.3877595628415302,17.288888888888888,123.0,366.0,2.23224043715847,2.0,6.786885245901639,,,,,,
41,42,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,2.0,0.0,0.99999950000025,0.008928571388711734,12.444444444444445,0.27232142857142855,5.08670634920635,24.22222222222222,61.0,224.0,1.9419642857142858,0.0,6.28125,,,,,,
42,43,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,8.0,-9.0,-17.000017000017,-0.0015015014992469948,13.32,0.24774774774774774,5.4270990990991,25.9,165.0,666.0,1.9234234234234233,2.0,5.971471471471472,,,,,,
43,44,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,6.0,-4.0,4.99999750000125,0.005347593568589322,15.583333333333334,0.4117647058823529,6.398039215686275,29.416666666666668,154.0,374.0,2.355614973262032,1.0,7.048128342245989,,,,,,
44,45,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,7.0,-6.0,12.999987000013,0.005235602066829308,6.586206896551724,0.34554973821989526,2.772702653908648,15.551724137931034,66.0,191.0,2.324607329842932,0.0,7.141361256544503,,,,,,
45,46,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,2.0,0.0,0.99999950000025,0.0188679243503026,8.833333333333334,0.36792452830188677,3.680503144654088,15.916666666666666,39.0,106.0,2.311320754716981,1.0,7.0,,,,,,
46,47,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,12.0,-10.0,10.99999450000275,0.004819277096821019,7.280701754385965,0.26506024096385544,3.018304798139928,16.82456140350877,110.0,415.0,1.9397590361445782,2.0,6.002409638554217,,,,,,
47,48,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,4.0,0.0,0.9999997500000625,0.0399999996,10.0,0.29,4.116,21.6,29.0,100.0,2.09,1.0,6.45,,,,,,
48,49,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,13.0,-19.0,-5.33333422222237,-0.008608321364980888,11.616666666666667,0.41606886657101866,4.8130942132950745,22.166666666666668,290.0,697.0,2.428981348637016,0.0,7.322812051649929,,,,,,
49,50,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,3.0,-9.0,-2.000000333333389,-0.020270270201789627,9.25,0.30405405405405406,3.821621621621622,19.46875,90.0,296.0,2.043918918918919,3.0,6.476351351351352,,,,,,
